,address,city,country,name,province,reviews.date,reviews.text,reviews.title,reviews.username,lang,translated_text
30217,600 N Mathilda Ave,Sunnyvale,US,Best Western Silicon Valley Inn,CA,11/8/2015,They were great. I left something in the room when I checked out and they held it for several days until I came back through that area. Wonderful front desk people!,"Convenient, nice place to stay",douglas,en,They were great. I left something in the room when I checked out and they held it for several days until I came back through that area. Wonderful front desk people!
30237,9023 Annapolis Road/i 495,Lanham,US,Days Inn Lanham Washington Dc,Seabrook,5/18/2015,"They had some kind of party going on at the end of the hallway with very noisy guests at 3 and 4 in the morning. Otherwise stay was pleasant, very nice room",Stay was good. Nice room.,Jim,en,"They had some kind of party going on at the end of the hallway with very noisy guests at 3 and 4 in the morning. Otherwise stay was pleasant, very nice room"
30243,9023 Annapolis Road/i 495,Lanham,US,Days Inn Lanham Washington Dc,Seabrook,3/25/2016,Nice room for the cost. I will stay here again.,Nice rooms,Harold,en,Nice room for the cost. I will stay here again.
30263,9023 Annapolis Road/i 495,Lanham,US,Days Inn Lanham Washington Dc,Seabrook,6/23/2015,Stayed here because it was close to the metro station. Spent whole time visiting DC. Hotel was convenient and comfortable.,no elevators,John,en,Stayed here because it was close to the metro station. Spent whole time visiting DC. Hotel was convenient and comfortable.
30265,9023 Annapolis Road/i 495,Lanham,US,Days Inn Lanham Washington Dc,Seabrook,5/16/2016,Basic acomadations.,Days Inn,Lewis,en,Basic acomadations.
30270,9023 Annapolis Road/i 495,Lanham,US,Days Inn Lanham Washington Dc,Seabrook,6/15/2016,"A bit far from City center. Needed a car to drive to DC for about 30 minutes. Tried also to take public transport, including short walks, bus and metro. It needed more time, but convenient. People were friendly. Room and hotel are clean. Free WiFi and coffee etc. available in room. It was great.","A bit far from DC, but comfortable stay.",A Traveler,en,"A bit far from City center. Needed a car to drive to DC for about 30 minutes. Tried also to take public transport, including short walks, bus and metro. It needed more time, but convenient. People were friendly. Room and hotel are clean. Free WiFi and coffee etc. available in room. It was great."
30273,9023 Annapolis Road/i 495,Lanham,US,Days Inn Lanham Washington Dc,Seabrook,10/9/2015,"Staff was top notch convenient to I-495 clean room, but on the small side. Housekeeping superb. Security Guard on duty at night.",Days Inn Lanham Maryland,John,en,"Staff was top notch convenient to I-495 clean room, but on the small side. Housekeeping superb. Security Guard on duty at night."
30284,9023 Annapolis Road/i 495,Lanham,US,Days Inn Lanham Washington Dc,Seabrook,9/21/2016,"Check in was a little more extensive than most places, but that's probably due to the proximity to DC. We loved the breakfast in the morning! It wasn't free, but for 4.99 you get real eggs and bacon.",Good price for the area,A Traveler,en,"Check in was a little more extensive than most places, but that's probably due to the proximity to DC. We loved the breakfast in the morning! It wasn't free, but for 4.99 you get real eggs and bacon."
30293,9023 Annapolis Road/i 495,Lanham,US,Days Inn Lanham Washington Dc,Seabrook,8/15/2016,Only complaint would be the tiny pillows on a King Size bed! Room and hotel were clean and comfortable. Directions to get into the hotel were a little tricky using Waze - you really needed to pay attention.,Enjoyable Stay!,Christy,en,Only complaint would be the tiny pillows on a King Size bed! Room and hotel were clean and comfortable. Directions to get into the hotel were a little tricky using Waze - you really needed to pay attention.
30309,3811 Edward Rd,Princeville,US,Cliffs 7305 By Redawning,HI,7/5/2016,"We stayed in a one bedroom and loft unit. I did not expect the unit to be so big, but it could easily fit 8 people. The room we stayed in was newly renovated, which was nice. They said they were in the process of renovating the entire property. There was lots to do at the resort and a great... More",Great Resort,Jessica M,en,"We stayed in a one bedroom and loft unit. I did not expect the unit to be so big, but it could easily fit 8 people. The room we stayed in was newly renovated, which was nice. They said they were in the process of renovating the entire property. There was lots to do at the resort and a great... More"
30310,3811 Edward Rd,Princeville,US,Cliffs 7305 By Redawning,HI,7/18/2012,Uggggggh.   Kids.  No kids?  Awesome!!!  Push the hot tub button hard!!,Great Resort,Ashley P,en,Uggggggh.   Kids.  No kids?  Awesome!!!  Push the hot tub button hard!!
30326,446 Southbridge St,Auburn,US,La Quinta Inn Auburn Worcester,MA,6/9/2016,"We stayed at this hotel while we were bringing our youngest to college orientation at Becker college. Check in was a bit rough because the room I reserved wasn't available. The made changes to another reservation and we ended up with the room we needed. Breakfast was standard continental style, nothing fancy. Overall not a bad hotel, would probably stay... More",Not a bad hotel for the price,JTCCG,en,"We stayed at this hotel while we were bringing our youngest to college orientation at Becker college. Check in was a bit rough because the room I reserved wasn't available. The made changes to another reservation and we ended up with the room we needed. Breakfast was standard continental style, nothing fancy. Overall not a bad hotel, would probably stay... More"
30327,446 Southbridge St,Auburn,US,La Quinta Inn Auburn Worcester,MA,1/16/2016,It was a quick overnight stay to see colleges in the area. The hotel was good. I would stay there again because the price was right.,Near the colleges,A Traveler,en,It was a quick overnight stay to see colleges in the area. The hotel was good. I would stay there again because the price was right.
30330,446 Southbridge St,Auburn,US,La Quinta Inn Auburn Worcester,MA,2/26/2016,"Booked a king room for me and my wife....got to the hotel and they informed us because we booked online, we got the FULL size bed due to not having enough rooms. Incredibly disappointed. The heat blew freezing air for about 10 minutes before warming up, which in the middle of February is less than desirable. Overall, for the price, I probably wouldn't stay here again.",Less than spectacular.,A Traveler,en,"Booked a king room for me and my wife....got to the hotel and they informed us because we booked online, we got the FULL size bed due to not having enough rooms. Incredibly disappointed. The heat blew freezing air for about 10 minutes before warming up, which in the middle of February is less than desirable. Overall, for the price, I probably wouldn't stay here again."
30334,446 Southbridge St,Auburn,US,La Quinta Inn Auburn Worcester,MA,5/6/2016,A nothing special hotel. Room was fine for what we needed but I thought we paid more than we should have for what it was. But it was clean and there was a typical breakfast.,Decent hotel room,Margaret,en,A nothing special hotel. Room was fine for what we needed but I thought we paid more than we should have for what it was. But it was clean and there was a typical breakfast.
30341,446 Southbridge St,Auburn,US,La Quinta Inn Auburn Worcester,MA,7/19/2016,Good easy stay,Exactly what you expect,A Traveler,en,Good easy stay
30348,446 Southbridge St,Auburn,US,La Quinta Inn Auburn Worcester,MA,12/6/2015,Room was clean and the staff were helpful.,The Doors!!,A Traveler,en,Room was clean and the staff were helpful.
30354,446 Southbridge St,Auburn,US,La Quinta Inn Auburn Worcester,MA,4/12/2016,"If you are allergic to cats or dogs, you might want to consider another place to stay. The breakfast is adequate and we didn't have any trouble finding a place to sit in the breakfast area. The rooms are OK, but we could hear doors slamming shut late at night and very early in the morning. LaQuinta used to be... More",So-so place to stay,Donald C,en,"If you are allergic to cats or dogs, you might want to consider another place to stay. The breakfast is adequate and we didn't have any trouble finding a place to sit in the breakfast area. The rooms are OK, but we could hear doors slamming shut late at night and very early in the morning. LaQuinta used to be... More"
30365,446 Southbridge St,Auburn,US,La Quinta Inn Auburn Worcester,MA,8/15/2011,Cheek out at 12!,great help,Suzi Rawls,en,Cheek out at 12!
30366,446 Southbridge St,Auburn,US,La Quinta Inn Auburn Worcester,MA,3/7/2014,Don't get your hopes up for scrambled eggs.,great help,vsync,en,Don't get your hopes up for scrambled eggs.
30368,446 Southbridge St,Auburn,US,La Quinta Inn Auburn Worcester,MA,1/26/2016,The evening help was rude and none attentive.,Nice and clean room...,Adam,en,The evening help was rude and none attentive.
30392,446 Southbridge St,Auburn,US,La Quinta Inn Auburn Worcester,MA,1/19/2016,"First time staying at LaQuinta Inn, probably my last. I have stayed at the LaQuinta Suites in the past and they were much nicer. The hotel was located pretty central, the breakfast was lackluster, room was just ok. Housekeeping staff was very good room was clean. The sheets were showing signs of wear and looked dirty.",Budget Hotel,emt8611512016,en,"First time staying at LaQuinta Inn, probably my last. I have stayed at the LaQuinta Suites in the past and they were much nicer. The hotel was located pretty central, the breakfast was lackluster, room was just ok. Housekeeping staff was very good room was clean. The sheets were showing signs of wear and looked dirty."
30411,446 Southbridge St,Auburn,US,La Quinta Inn Auburn Worcester,MA,11/16/2015,During the past three years we have stayed here several times and have always had a pleasant experience. Close to major highways was a great plus. Breakfast was excellent with lots of choices. We will stay there again when we travel.,Great place to stay.,Ann S,en,During the past three years we have stayed here several times and have always had a pleasant experience. Close to major highways was a great plus. Breakfast was excellent with lots of choices. We will stay there again when we travel.
30414,446 Southbridge St,Auburn,US,La Quinta Inn Auburn Worcester,MA,12/15/2015,"We stayed while we were visiting family in nearby Worcester. Room was okay (clean), but this supposed non-smoking hotel absolutely reeked of smoke as you entered the elevator and walking to our room on the third floor. Fortunately the room itself didn't, but having to be greeted by the smell of smoke as you walked into and out of the... More",Previously Smoking Hotel,AVerPloeg,en,"We stayed while we were visiting family in nearby Worcester. Room was okay (clean), but this supposed non-smoking hotel absolutely reeked of smoke as you entered the elevator and walking to our room on the third floor. Fortunately the room itself didn't, but having to be greeted by the smell of smoke as you walked into and out of the... More"
30444,446 Southbridge St,Auburn,US,La Quinta Inn Auburn Worcester,MA,8/6/2015,"Clean, comfortable, pleasant room, easy access and convenient location just off I-90. Friendly staff at front desk, and housekeeping maintained room very well. Would stay here again when traveling in the area.",Pleasant Stay,paulgQ6865AI,en,"Clean, comfortable, pleasant room, easy access and convenient location just off I-90. Friendly staff at front desk, and housekeeping maintained room very well. Would stay here again when traveling in the area."
30454,446 Southbridge St,Auburn,US,La Quinta Inn Auburn Worcester,MA,9/13/2015,We arrived late to the hotel. Staff was friendly and quick. Dropped off our luggage and ate at the Outback Steak House next door. Room was comfortable and good. Bathroom could use a little extra cleaning. Altogether a good hotel and we would recommend it!,Good Hotel,BethBasye,en,We arrived late to the hotel. Staff was friendly and quick. Dropped off our luggage and ate at the Outback Steak House next door. Room was comfortable and good. Bathroom could use a little extra cleaning. Altogether a good hotel and we would recommend it!
30457,446 Southbridge St,Auburn,US,La Quinta Inn Auburn Worcester,MA,6/16/2016,This is a friendly hotel to stay at in Massachusetts. Accommodations are clean. It is reasonably priced. It is extremely nice to be able to bring your dog when travelling. Auburn is a nice town with good restaurants and stores conveniently located.,"clean, pet-friendly hotel in Auburn, Mass.",Linwood W,en,This is a friendly hotel to stay at in Massachusetts. Accommodations are clean. It is reasonably priced. It is extremely nice to be able to bring your dog when travelling. Auburn is a nice town with good restaurants and stores conveniently located.
30460,446 Southbridge St,Auburn,US,La Quinta Inn Auburn Worcester,MA,10/10/2015,I called to make a reservation and the front desk never picked up. I called back and the front desk receptionist accidentally hung up on me. I called back one more time and the front desk clerk sounded extremely annoyed... Like he accidentally started working at La Quinta 5 minutes prior to my phone call. I went ahead and made... More,Front Desk...,S S,en,I called to make a reservation and the front desk never picked up. I called back and the front desk receptionist accidentally hung up on me. I called back one more time and the front desk clerk sounded extremely annoyed... Like he accidentally started working at La Quinta 5 minutes prior to my phone call. I went ahead and made... More
30499,2731 S Carson St,Carson City,US,Americas Best Value Inn,Carson Colony,5/27/2016,Our stay was pleasant. Staff was nice and accomodating. Had to go to office to get toilet paper. The room was pretty much clean. The location was great a short drive to Reno or Lake Tahoe. Down the road from the reilroad museum. I was kind of sceptical about staying there based on previous reviews but the reviews were worse than I expected. I would stay there again. If you are not looking for luxury and just need a place to stay I would recommend this place. Continental breakfast as well.,Overall good place to stay.,Thelma,en,Our stay was pleasant. Staff was nice and accomodating. Had to go to office to get toilet paper. The room was pretty much clean. The location was great a short drive to Reno or Lake Tahoe. Down the road from the reilroad museum. I was kind of sceptical about staying there based on previous reviews but the reviews were worse than I expected. I would stay there again. If you are not looking for luxury and just need a place to stay I would recommend this place. Continental breakfast as well.
30501,2731 S Carson St,Carson City,US,Americas Best Value Inn,Carson Colony,11/27/2014,"This hotel was rented for a friend that smokes. It was a pleasant surprise it was clean, friendly, and comfortable. Our guest said he would happily return on his next trip.",A pleasant surprise,Elisa,en,"This hotel was rented for a friend that smokes. It was a pleasant surprise it was clean, friendly, and comfortable. Our guest said he would happily return on his next trip."
30523,2731 S Carson St,Carson City,US,Americas Best Value Inn,Carson Colony,7/6/2015,This was a older motel with limited upgrading. It was OK.,eh,Tom,en,This was a older motel with limited upgrading. It was OK.
30534,3060 Green Mountain Dr,Branson,US,Dockers Inn,Bull Creek Village,6/11/2016,"Room was nice and clean and bed was very comfortable. On the downside, the volume didn't work on TV and it was too late when we got back to the room to call for assistance. The bathroom door would hang up on commode when opening or closing and you had to really shove it to clear the commode. We don't expect a great breakfast but it did not meet our expectations.",,A Traveler,en,"Room was nice and clean and bed was very comfortable. On the downside, the volume didn't work on TV and it was too late when we got back to the room to call for assistance. The bathroom door would hang up on commode when opening or closing and you had to really shove it to clear the commode. We don't expect a great breakfast but it did not meet our expectations."
30537,3060 Green Mountain Dr,Branson,US,Dockers Inn,Bull Creek Village,5/15/2016,The front desk clerk was very friendly at check-in and made suggestions of things to do while we were in towns. The breakfast attendant was also very friendly and spoke to each guest as if she was welcoming us into her home.,Great room for the value,A Traveler,en,The front desk clerk was very friendly at check-in and made suggestions of things to do while we were in towns. The breakfast attendant was also very friendly and spoke to each guest as if she was welcoming us into her home.
30544,3060 Green Mountain Dr,Branson,US,Dockers Inn,Bull Creek Village,6/28/2016,"This hotel is not too far off 76 and has a nice outdoor pool that appears to be well maintained. They have a complimentary breakfast with sausage, biscuits, gravy, toast, cereals, bagels, etc. The lady attending it was not especially friendly and seemed irritated with the guests. the room was decent. The toilet and shower room is very small and separate from the sink/vanity. The beds were comfortable enough.",not too far off 76,Alison,en,"This hotel is not too far off 76 and has a nice outdoor pool that appears to be well maintained. They have a complimentary breakfast with sausage, biscuits, gravy, toast, cereals, bagels, etc. The lady attending it was not especially friendly and seemed irritated with the guests. the room was decent. The toilet and shower room is very small and separate from the sink/vanity. The beds were comfortable enough."
30550,3060 Green Mountain Dr,Branson,US,Dockers Inn,Bull Creek Village,7/2/2016,"The toilet was gross. Bowl had been scrubbed but who knows the last time the bottom and around the toilet had been cleaned. Sheets had stains on them and the bed skirt was ripped badly and looked terrible. All the furniture just looked tossed in there just because it fit and there was a safe in the room but said, do not use so that seems pointless. There was only a TINY bottle of shampoo plus conditioner and it wasn't enough enough to use for just Myself let alone 4 people. You could tell the room never seems to get a good clean. Just the standard bed change and replenish or towels and few condiments.The customer desk answered a personal phone call on her cell when she was signing us in. I would never stay at this hotel again especially at 135 bucks a night!",Really disappointed,Breanne,en,"The toilet was gross. Bowl had been scrubbed but who knows the last time the bottom and around the toilet had been cleaned. Sheets had stains on them and the bed skirt was ripped badly and looked terrible. All the furniture just looked tossed in there just because it fit and there was a safe in the room but said, do not use so that seems pointless. There was only a TINY bottle of shampoo plus conditioner and it wasn't enough enough to use for just Myself let alone 4 people. You could tell the room never seems to get a good clean. Just the standard bed change and replenish or towels and few condiments.The customer desk answered a personal phone call on her cell when she was signing us in. I would never stay at this hotel again especially at 135 bucks a night!"
30565,3060 Green Mountain Dr,Branson,US,Dockers Inn,Bull Creek Village,7/21/2016,Staff were friendly and accommodating nice breakfast every morning (included with hotel stay) well constructed quite rooms carpets were dirty/grimy in the room we had I'd stay again but try and get a room with newer carpet and pool side. Cleaning crew was good (carpets not their fault.,"Dockers Inn stay July 14-July 19, 2016",Edward,en,Staff were friendly and accommodating nice breakfast every morning (included with hotel stay) well constructed quite rooms carpets were dirty/grimy in the room we had I'd stay again but try and get a room with newer carpet and pool side. Cleaning crew was good (carpets not their fault.
30579,3060 Green Mountain Dr,Branson,US,Dockers Inn,Bull Creek Village,10/13/2016,"Good location at a great rate with nice folks, comfortable bed and SUPER clean",Great place to stay in Branson,A Traveler,en,"Good location at a great rate with nice folks, comfortable bed and SUPER clean"
30609,3060 Green Mountain Dr,Branson,US,Dockers Inn,Bull Creek Village,9/29/2016,"The room was good, staff was nice. Check in and out was quick. The carpet was filthy, when I walked barefoot my feet got dirty. The bed was comfy. I was woke up in the morning by sirens going by. Close to the strip, you can walk to a lot of places.",Close to the strip,A Traveler,en,"The room was good, staff was nice. Check in and out was quick. The carpet was filthy, when I walked barefoot my feet got dirty. The bed was comfy. I was woke up in the morning by sirens going by. Close to the strip, you can walk to a lot of places."
30613,3060 Green Mountain Dr,Branson,US,Dockers Inn,Bull Creek Village,9/10/2016,Was really great other than cheap rooms are forced on the 3rd floor.,Nice room other than being forced on the 3rd floor,A Traveler,en,Was really great other than cheap rooms are forced on the 3rd floor.
30631,3060 Green Mountain Dr,Branson,US,Dockers Inn,Bull Creek Village,9/3/2016,"Last minute reservation, clean, friendly.",Great location,A Traveler,en,"Last minute reservation, clean, friendly."
30649,3060 Green Mountain Dr,Branson,US,Dockers Inn,Bull Creek Village,10/14/2016,Pleasantly surprised by this hotel. Staff was very friendly and helpful. The rooms were very neat and clean. Close to everything!!!! Breakfast was yum and not just continental. Definitely will make reservations at Dockers Inn again.,Great hotel,A Traveler,en,Pleasantly surprised by this hotel. Staff was very friendly and helpful. The rooms were very neat and clean. Close to everything!!!! Breakfast was yum and not just continental. Definitely will make reservations at Dockers Inn again.
30800,12015 Harbor Blvd,Garden Grove,US,Anaheim Marriott Suites,CA,5/30/2016,excellent,very pleased with this hotel a great weekend,Frank garcia,fr,excellent
30804,12015 Harbor Blvd,Garden Grove,US,Anaheim Marriott Suites,CA,6/16/2016,Great time!,"Great location, dining, entertainment and shopping",A Traveler,en,Great time!
30810,12015 Harbor Blvd,Garden Grove,US,Anaheim Marriott Suites,CA,3/15/2016,"Excellent customer service, clean rooms, beautiful facilities. From the moment we got there, the bellman taking our luggage and our vehicle, to the lady at the front desk were all very nice. We asked for towels and they were brought to us immediately. I wish we had stayed there longer.",Excellent,Gabino M,en,"Excellent customer service, clean rooms, beautiful facilities. From the moment we got there, the bellman taking our luggage and our vehicle, to the lady at the front desk were all very nice. We asked for towels and they were brought to us immediately. I wish we had stayed there longer."
30820,12015 Harbor Blvd,Garden Grove,US,Anaheim Marriott Suites,CA,10/12/2015,Nice to have the extra room for meetings instead of having your bed be in the same room. Staff were pleasant and business like. Keep in mind that parking is an additional charge. Kind of seemed wrong to me since the parking lot was so large. Overall good experience.,Clean and pleasant room,ddunning300,en,Nice to have the extra room for meetings instead of having your bed be in the same room. Staff were pleasant and business like. Keep in mind that parking is an additional charge. Kind of seemed wrong to me since the parking lot was so large. Overall good experience.
30826,12015 Harbor Blvd,Garden Grove,US,Anaheim Marriott Suites,CA,6/11/2016,"had issues with A/C unit, BEDS were too small full size only, parking was expensive and there was a charge for WiFi...otherwise hotel was very nice.",VACAY,A Traveler,en,"had issues with A/C unit, BEDS were too small full size only, parking was expensive and there was a charge for WiFi...otherwise hotel was very nice."
30833,12015 Harbor Blvd,Garden Grove,US,Anaheim Marriott Suites,CA,7/9/2015,"Now, seriously: You're not in Anaheim to spend maximum quality time inside your hotel. Admit it: You're there for the attractions. Probably Disney. There are hotels that are much closer to Disney. And they are either much more expensive or much less attractive than the Marriott Suites. Here are the big plusses: 1) There is a (paid) shuttle bus from... More",All you need as a base for Anaheim attractions,Zeitungsfuzzi,en,"Now, seriously: You're not in Anaheim to spend maximum quality time inside your hotel. Admit it: You're there for the attractions. Probably Disney. There are hotels that are much closer to Disney. And they are either much more expensive or much less attractive than the Marriott Suites. Here are the big plusses: 1) There is a (paid) shuttle bus from... More"
30837,12015 Harbor Blvd,Garden Grove,US,Anaheim Marriott Suites,CA,7/9/2016,We stayed for 4 nights. Hotel is great and very clean.,Great hotel,Yuliya,en,We stayed for 4 nights. Hotel is great and very clean.
30842,12015 Harbor Blvd,Garden Grove,US,Anaheim Marriott Suites,CA,3/25/2016,I stayed for two nights. the location is very close to Disney parks. the rooms have not been renovated in a long time. the staff was friendly and accommodating. I recommend self parking. the parking lot is very convenient. I will probably try another Marriott in the area next time.,good location but hotel needs renovation,peter a,en,I stayed for two nights. the location is very close to Disney parks. the rooms have not been renovated in a long time. the staff was friendly and accommodating. I recommend self parking. the parking lot is very convenient. I will probably try another Marriott in the area next time.
30848,12015 Harbor Blvd,Garden Grove,US,Anaheim Marriott Suites,CA,6/3/2016,Well located hotel. Furniture both in common areas and rooms is dirty. Our room did not get housekeeping 2 days in a row. 15/day to park. Will look elsewhere next time.,Great hotel and location,Peter,en,Well located hotel. Furniture both in common areas and rooms is dirty. Our room did not get housekeeping 2 days in a row. 15/day to park. Will look elsewhere next time.
30888,12015 Harbor Blvd,Garden Grove,US,Anaheim Marriott Suites,CA,6/25/2016,It was a horrible stay because the room was outdated and old everything was dirty the toilet and the sink had plumbing problems and they ran all night long and bubbled like they were backing off and going to overflow the hallways with smelly and dark and grungy I will never stay here again,Don't stay here,Kelly,en,It was a horrible stay because the room was outdated and old everything was dirty the toilet and the sink had plumbing problems and they ran all night long and bubbled like they were backing off and going to overflow the hallways with smelly and dark and grungy I will never stay here again
30889,12015 Harbor Blvd,Garden Grove,US,Anaheim Marriott Suites,CA,5/5/2016,2days great hotel very good staff,THANKS! MARRIOTT,Bruce,en,2days great hotel very good staff
30902,12015 Harbor Blvd,Garden Grove,US,Anaheim Marriott Suites,CA,8/2/2016,"Our experience as a family was tremendous. The staff was very friendly and a pleasure to work with not only for the room, but with various activities around Anaheim such as Disneyland. The room was clean, well kept, and the beds were very comfortable. Our family enjoyed the pool very much. I would recommend this hotel to anyone. Earlier I... More",Excellent Hotel,josephsJ4313QA,en,"Our experience as a family was tremendous. The staff was very friendly and a pleasure to work with not only for the room, but with various activities around Anaheim such as Disneyland. The room was clean, well kept, and the beds were very comfortable. Our family enjoyed the pool very much. I would recommend this hotel to anyone. Earlier I... More"
30927,12015 Harbor Blvd,Garden Grove,US,Anaheim Marriott Suites,CA,8/9/2015,"The hotel was very nice...good location, spacious and clean rooms, and Starbucks in lobby. However, the most impressive part of my stay was the proactive service of the management team. I travel frequently and am a recent convert to Marriott Rewards and have had mixed experiences until now...Early in the day before checking in I received a welcome email from... More",Impressive Service,HankW80,en,"The hotel was very nice...good location, spacious and clean rooms, and Starbucks in lobby. However, the most impressive part of my stay was the proactive service of the management team. I travel frequently and am a recent convert to Marriott Rewards and have had mixed experiences until now...Early in the day before checking in I received a welcome email from... More"
30958,12015 Harbor Blvd,Garden Grove,US,Anaheim Marriott Suites,CA,6/10/2015,"Marriott in Garden Grove is amazing for our family. We have two small children and have stayed multiple times while visiting Disneyland. We have come to know the staff and they are so wonderful. We love the hotel rooms, layout, and location. We would highly recommend this hotel for families as well as business. We see both types while there... More",We love this hotel,Katy F,en,"Marriott in Garden Grove is amazing for our family. We have two small children and have stayed multiple times while visiting Disneyland. We have come to know the staff and they are so wonderful. We love the hotel rooms, layout, and location. We would highly recommend this hotel for families as well as business. We see both types while there... More"
30968,12015 Harbor Blvd,Garden Grove,US,Anaheim Marriott Suites,CA,8/4/2015,"We had a great time ,the staff was friendly ,helpful ,the rooms was spacious, the shower water pressure was great ,,the pool was heated ,the area is nicely kept .The all you can eat buffet had a good selection and the wait staff in there was really on top of things .It was nice to be in comfortable relaxing room... More",great hotel all around,Jill K,en,"We had a great time ,the staff was friendly ,helpful ,the rooms was spacious, the shower water pressure was great ,,the pool was heated ,the area is nicely kept .The all you can eat buffet had a good selection and the wait staff in there was really on top of things .It was nice to be in comfortable relaxing room... More"
30988,12015 Harbor Blvd,Garden Grove,US,Anaheim Marriott Suites,CA,6/2/2015,"The welcome was super by the bell team, very friendly and helpful. Checked IN by Winston who was very helpful and answered all our needs. The room was super, big enough to hold 4 adults, very comfortable bed and good internet speed. We ordered 2 times Room Service and the food was very tasty. Thank you","Great Hotel, Very comfortable room and Amazing staff",George A,en,"The welcome was super by the bell team, very friendly and helpful. Checked IN by Winston who was very helpful and answered all our needs. The room was super, big enough to hold 4 adults, very comfortable bed and good internet speed. We ordered 2 times Room Service and the food was very tasty. Thank you"
31014,12015 Harbor Blvd,Garden Grove,US,Anaheim Marriott Suites,CA,8/3/2016,"Everything here was spot on everything from a nice time to enjoy the sights and sounds, to reserving for a meal, 1st class service all the time twenty fours hours . Everything and the Staff were truly a way to get away. In all it's a piece of heaven to be able to see ...",A NEW Begining...,pandaguy2016,en,"Everything here was spot on everything from a nice time to enjoy the sights and sounds, to reserving for a meal, 1st class service all the time twenty fours hours . Everything and the Staff were truly a way to get away. In all it's a piece of heaven to be able to see ..."
31027,12015 Harbor Blvd,Garden Grove,US,Anaheim Marriott Suites,CA,6/25/2015,"Our large group in 2 rooms was super-great since one room was able to comfortably sleep 6 people (3 adults, 3 kids). In-room breakfast was quickly delivered, hot and great every morning. Disney ticket desk in the lobby was super-helpful. And the cheap shuttle to Disney was the easiest way to get there and back. Lastly 4 great family restaurants... More",Stayed for 3 nights as a large group visiting Disney and Universal.,AndrewBennett,en,"Our large group in 2 rooms was super-great since one room was able to comfortably sleep 6 people (3 adults, 3 kids). In-room breakfast was quickly delivered, hot and great every morning. Disney ticket desk in the lobby was super-helpful. And the cheap shuttle to Disney was the easiest way to get there and back. Lastly 4 great family restaurants... More"
31045,12015 Harbor Blvd,Garden Grove,US,Anaheim Marriott Suites,CA,8/29/2015,My family and I stayed at the Marriott for a week while on our vacation to disneyland. We ate at the breakfast buffet in the hotel every morning. The service was the best. Specially our server Jose who made our morning much more fun.,Breakfast buffet,Ariana W,en,My family and I stayed at the Marriott for a week while on our vacation to disneyland. We ate at the breakfast buffet in the hotel every morning. The service was the best. Specially our server Jose who made our morning much more fun.
31076,5059 Highway 140,Mariposa,US,Monarch Inn,CA,7/31/2015,"Super friendly management. Informational too. Comfortable, clean okay breakfast, over crowed because of the amount of people eating,....","Nice stay, quiet",Ami,en,"Super friendly management. Informational too. Comfortable, clean okay breakfast, over crowed because of the amount of people eating,...."
31085,5059 Highway 140,Mariposa,US,Monarch Inn,CA,5/29/2016,"No customer service, elevator was very old, bed was not comfortable, and definitely not worth what I paid for 1 night. O",Not worth the cost,A Traveler,en,"No customer service, elevator was very old, bed was not comfortable, and definitely not worth what I paid for 1 night. O"
31095,5059 Highway 140,Mariposa,US,Monarch Inn,CA,6/26/2015,"Great location for exploring Yosemite NP. Lovely town, plenty of restaurants within walking distance. Comfortable room. Very basic breakfast in hotel foyer. Cereal pastries and toast. For this price at least expected fruit with breakfast.",Great location,Dale,en,"Great location for exploring Yosemite NP. Lovely town, plenty of restaurants within walking distance. Comfortable room. Very basic breakfast in hotel foyer. Cereal pastries and toast. For this price at least expected fruit with breakfast."
31115,5059 Highway 140,Mariposa,US,Monarch Inn,CA,7/11/2016,Just what we needed. I would recommend this place to friends and family.,Nice hotel in a neat County 1.15hrs to Yosemite,C,en,Just what we needed. I would recommend this place to friends and family.
31263,1606 Central Ave,Albany,US,Days Inn and Suites Albany,Colonie Center,7/6/2016,It was creepy and it was so dirty and the bathroom smells like sweat,not great,A Traveler,en,It was creepy and it was so dirty and the bathroom smells like sweat
31283,1606 Central Ave,Albany,US,Days Inn and Suites Albany,Colonie Center,7/29/2016,"Room not what was advertised. Water stains on wall, plug covers missing, no phone, sticky rug, obnoxious guests, bathroom dirty, rip in comforter, used soap left on ledge of shower. Gross not worth the money thank god only for one night.",Save your money go somewhere else,Renee,en,"Room not what was advertised. Water stains on wall, plug covers missing, no phone, sticky rug, obnoxious guests, bathroom dirty, rip in comforter, used soap left on ledge of shower. Gross not worth the money thank god only for one night."
31287,1606 Central Ave,Albany,US,Days Inn and Suites Albany,Colonie Center,5/31/2016,"Would not stay here again.air conditioner did not work properly room was dusty.ironing board did not work,shower curtain would not stay up",Room in Albany,karen w,en,"Would not stay here again.air conditioner did not work properly room was dusty.ironing board did not work,shower curtain would not stay up"
31291,1606 Central Ave,Albany,US,Days Inn and Suites Albany,Colonie Center,3/5/2016,Stayed on 2/3/15.Very disappointed room cold bed clothes and floor dirty.When I tried to shower in the morning the shower was cold.Spoke to the manager yesterday.Got nowhere.Do not stay here.Do yourself a favour book into motel 6.Its cheaper and the rooms are much nicer.,Shower cold Bed Clothes and floor dirty.,keithd1313,en,Stayed on 2/3/15.Very disappointed room cold bed clothes and floor dirty.When I tried to shower in the morning the shower was cold.Spoke to the manager yesterday.Got nowhere.Do not stay here.Do yourself a favour book into motel 6.Its cheaper and the rooms are much nicer.
