"","X","address","city","country","name","province","reviews.date","reviews.text","reviews.title","reviews.username","lang","translated_text","cleaned_text","ratings_tf","rating"
"1082",28440,"121 Raydo Cir","Springfield","US","Comfort Suites","OH","5/21/2016","OUR STAY WAS GREAT.... VERY CLEAN... FRIENDLY SERVICE....HOWEVER THE BREAKFAST WAS AWFUL.... TASTELESS AND NOT HOT. OTHER WISE I WOULD RECOMMEND .","TERRIBLE BREAKFAST !!!!!!","Carla","en","OUR STAY WAS GREAT.... VERY CLEAN... FRIENDLY SERVICE....HOWEVER THE BREAKFAST WAS AWFUL.... TASTELESS AND NOT HOT. OTHER WISE I WOULD RECOMMEND ."," stay great clean friendly service however breakfast awful tasteless hot wise recommend",1,4
"1083",28523,"1745 S E Marshall St","Boone","US","Baymont Inn and Suites Boone","IA","1/2/2015","This was a spontaneous overnight stop due to anticipated bad weather. I booked online very late the night before and was shocked to get such a great deal. As it turns out, there was an error in the price listing. The hotel honored the rate and the customer service was outstanding. I wasn't able to take advantage of most of the amenities, so I can't speak to the condition of the pool/whirlpool or continental breakfast. The room was very clean and had everything I needed for a comfortable stay. (There's a 24-hour Walmart located next door so I was able to pick up any overnight items I needed there.) The small fridge in the room made a loud noise, but I was able to quiet it by sliding a thick piece of cardboard under one of the corners. My only criticism is that the mattress was much too firm for MY personal preference. (I have chronic lower back pain and own a Sleep Number bed, which I keep between 35 and 45 on a scale of 1-100, with 100 being maximum firmness.) I found it extremely difficult to sleep comfortably, as my hip and back pain was already aggravated due to a long drive.","Great Stop Halfway Btwn Kansas City & Minneapolis!","Robin","en","This was a spontaneous overnight stop due to anticipated bad weather. I booked online very late the night before and was shocked to get such a great deal. As it turns out, there was an error in the price listing. The hotel honored the rate and the customer service was outstanding. I wasn't able to take advantage of most of the amenities, so I can't speak to the condition of the pool/whirlpool or continental breakfast. The room was very clean and had everything I needed for a comfortable stay. (There's a 24-hour Walmart located next door so I was able to pick up any overnight items I needed there.) The small fridge in the room made a loud noise, but I was able to quiet it by sliding a thick piece of cardboard under one of the corners. My only criticism is that the mattress was much too firm for MY personal preference. (I have chronic lower back pain and own a Sleep Number bed, which I keep between 35 and 45 on a scale of 1-100, with 100 being maximum firmness.) I found it extremely difficult to sleep comfortably, as my hip and back pain was already aggravated due to a long drive."," spontaneous overnight stop due anticipate bad weather book online late night shock get great deal turn error price list hotel honor rate customer service outstanding wasnt able take advantage much amenity cant speak condition pool whirlpool continental breakfast room clean everything need comfortable stay theres hour walmart locate next door able pick overnight item need small fridge room make loud noise able quiet slide thick piece cardboard one corner criticism mattress much firm personal preference chronic low back pain sleep numb bed keep scale maximum firmness find extremely difficult sleep comfortably hip back pain already aggravate due long drive",1,3
"1084",28541,"1745 S E Marshall St","Boone","US","Baymont Inn and Suites Boone","IA","6/7/2014","The check in was smooth and flawless. Upon entering our room we were hit with a very pungent odor. we over cane the smell with a couple quick sprays of my wife's perfume. The sleep was good as bed wasn't to bad, and I only sleep a few hours a night anyhow. Upon starting our day off with a hardy breakfast.......lets just say there is a few restaurants close by. The fresh fruit was little to be desired. No spray for the waffle maker so my attempt to have a waffle was poor, although the way it came out I didn't have to cut it as it was already in pieces. The next morning just about the same except they did not replenish what was empty so it was slim pickings. Was going to take a dip in the pool but another guest had explained to me that they apparently have never heard of chlorine as the pool smelled like pee.","Could be better","DROCK","en","The check in was smooth and flawless. Upon entering our room we were hit with a very pungent odor. we over cane the smell with a couple quick sprays of my wife's perfume. The sleep was good as bed wasn't to bad, and I only sleep a few hours a night anyhow. Upon starting our day off with a hardy breakfast.......lets just say there is a few restaurants close by. The fresh fruit was little to be desired. No spray for the waffle maker so my attempt to have a waffle was poor, although the way it came out I didn't have to cut it as it was already in pieces. The next morning just about the same except they did not replenish what was empty so it was slim pickings. Was going to take a dip in the pool but another guest had explained to me that they apparently have never heard of chlorine as the pool smelled like pee."," check smooth flawless upon enter room hit pungent odor cane smell couple quick spray wifes perfume sleep good bed wasnt bad sleep hour night anyhow upon start day hardy breakfast let just say restaurant close fresh fruit little desire spray waffle maker attempt waffle poor although way come didnt cut already piece next morning just except replenish empty slim pickings go take dip pool another guest explain apparently never hear chlorine pool smell like pee",1,2
"1085",28547,"1745 S E Marshall St","Boone","US","Baymont Inn and Suites Boone","IA","4/2/2016","We had a nice stay at the Baymont Motel in Boone. I wish you would have had a hot tub, but my Husband enjoyed the pool. It was a nice place to stay to visit my brother. Thank you also, for the discount. It was appreciated. Wallace and Barbara Rundle","BAYMONT MOTEL, BOONE","Wallace R","en","We had a nice stay at the Baymont Motel in Boone. I wish you would have had a hot tub, but my Husband enjoyed the pool. It was a nice place to stay to visit my brother. Thank you also, for the discount. It was appreciated. Wallace and Barbara Rundle"," nice stay baymont motel boone wish hot tub husband enjoy pool nice place stay visit brother thank also discount appreciate wallace barbara rundle",3,4
"1086",28586,"1745 S E Marshall St","Boone","US","Baymont Inn and Suites Boone","IA","9/25/2015","The manager was very rude and impolite. The faucet in the whirlpool suit was broken before I was in the room and I was charged with it and I called to report that it was not us that broke the faucet and the manager woman was very rude and yelling on the phone. I then called back to the head... More","The manager was very rude and impolite. The faucet in the...","728heidig","en","The manager was very rude and impolite. The faucet in the whirlpool suit was broken before I was in the room and I was charged with it and I called to report that it was not us that broke the faucet and the manager woman was very rude and yelling on the phone. I then called back to the head... More"," manager rude impolite faucet whirlpool suit break room charge call report us break faucet manager woman rude yell phone call back head much",1,1
"1087",28645,"400 S Main St","Fort Bragg","US","Motel 6 Fort Bragg","Inglenook","8/7/2016","We stayed here last year and it was fine(quiet, beds were ok), we are used to cheaper hotels if clean,comfy beds, and quiet. This time was not the same as last year experience. The hotel was loud(people walking behind hotel, and a busy street), our room smelled bad(rm139), fan on Ac/heat would not stay on to help with noise level.... More","Better last year!","funplace","en","We stayed here last year and it was fine(quiet, beds were ok), we are used to cheaper hotels if clean,comfy beds, and quiet. This time was not the same as last year experience. The hotel was loud(people walking behind hotel, and a busy street), our room smelled bad(rm139), fan on Ac/heat would not stay on to help with noise level.... More"," stay last year fine quiet bed okay use cheap hotel clean comfy bed quiet time last year experience hotel loud people walk behind hotel busy street room smell bad rm fan ac heat stay help noise level much",1,3
"1088",28686,"2607 Atlantic Ave","Virginia Beach","US","Holiday Inn Express Hotel and Suites Va Beach Oceanfront","VA","1/15/2016","Friend graduated from police academy, so we needed a convenient hotel to attend the ceremony. Watch our friend, Brian Morgan, graduate and is assigned to the Beach area for his tenure. The hotel was convenient, clean and the staff was friendly and accommodating.","Winter at Va Beach","Patricia","en","Friend graduated from police academy, so we needed a convenient hotel to attend the ceremony. Watch our friend, Brian Morgan, graduate and is assigned to the Beach area for his tenure. The hotel was convenient, clean and the staff was friendly and accommodating.","friend graduate police academy need convenient hotel attend ceremony watch friend brian morgan graduate assign beach area tenure hotel convenient clean staff friendly accommodate",3,5
"1089",28692,"2607 Atlantic Ave","Virginia Beach","US","Holiday Inn Express Hotel and Suites Va Beach Oceanfront","VA","5/2/2016","Our stay was great!!!","Relaxing","A Traveler","en","Our stay was great!!!"," stay great",3,2
"1090",28708,"2607 Atlantic Ave","Virginia Beach","US","Holiday Inn Express Hotel and Suites Va Beach Oceanfront","VA","7/31/2015","It was fine except when we checked in the room was 2 hours late and when we checked out they told us we had to go 20 minutes before 11:00","Good hotel","Cledis","en","It was fine except when we checked in the room was 2 hours late and when we checked out they told us we had to go 20 minutes before 11:00"," fine except check room hour late check tell us go minute ",3,1
"1091",28713,"2607 Atlantic Ave","Virginia Beach","US","Holiday Inn Express Hotel and Suites Va Beach Oceanfront","VA","8/2/2015","Staff at desk were rude and could care less about the customer. All the house keepers and staff working the floors were outstanding,they are a credit to your company.","Good but not great","Tourist","en","Staff at desk were rude and could care less about the customer. All the house keepers and staff working the floors were outstanding,they are a credit to your company.","staff desk rude can care little customer house keeper staff work floor outstanding credit company",1,4
"1092",28750,"2607 Atlantic Ave","Virginia Beach","US","Holiday Inn Express Hotel and Suites Va Beach Oceanfront","VA","7/23/2015","Hotel staff was super friendly!! The beds were comfortable enough but there were some housekeeping issues- we found things in our room from the previous occupants (coke bottle, sock). You really can't beat the location. Easy walk to pretty much everything.","Pretty good place","Janelle","en","Hotel staff was super friendly!! The beds were comfortable enough but there were some housekeeping issues- we found things in our room from the previous occupants (coke bottle, sock). You really can't beat the location. Easy walk to pretty much everything.","hotel staff super friendly bed comfortable enough housekeeping issue find thing room previous occupant coke bottle sock really cant beat location easy walk pretty much everything",3,5
"1093",28751,"2607 Atlantic Ave","Virginia Beach","US","Holiday Inn Express Hotel and Suites Va Beach Oceanfront","VA","8/16/2016","They didn't clean the rooms in a timely fashion. They also ran out of towels and wash clothes twice....","Pretty good place","keith a","en","They didn't clean the rooms in a timely fashion. They also ran out of towels and wash clothes twice...."," didnt clean room timely fashion also run towel wash clothe twice",3,4
"1094",28752,"2607 Atlantic Ave","Virginia Beach","US","Holiday Inn Express Hotel and Suites Va Beach Oceanfront","VA","8/21/2015","My girl friend and I went for a weekend vacation and had a great time. Hotel was right on the beach and the boardwalk. There were many things to do that we just didn't have time for. Staff was very friendly and helpful.","Great weekend stay","Rodric","en","My girl friend and I went for a weekend vacation and had a great time. Hotel was right on the beach and the boardwalk. There were many things to do that we just didn't have time for. Staff was very friendly and helpful."," girl friend go weekend vacation great time hotel right beach boardwalk many thing just didnt time staff friendly helpful",3,5
"1095",28762,"2607 Atlantic Ave","Virginia Beach","US","Holiday Inn Express Hotel and Suites Va Beach Oceanfront","VA","8/23/2015","I booked a last minute trip for Virginia Beach for the family before the children headed back to school.There are pluses and negatives for this properties. First off it the high season so any hotel on the ocean front will be pricey, no shock there. This property is a Select Service hotel meaning limited services are available. Np because they... More","Wait Time To Check In To Rooms Can Be Long!","cheertraveler97","en","I booked a last minute trip for Virginia Beach for the family before the children headed back to school.There are pluses and negatives for this properties. First off it the high season so any hotel on the ocean front will be pricey, no shock there. This property is a Select Service hotel meaning limited services are available. Np because they... More"," book last minute trip virginia beach family child head back school plus negative property first high season hotel ocean front will pricey shock property select service hotel mean limit service available np much",1,1
"1096",28767,"2607 Atlantic Ave","Virginia Beach","US","Holiday Inn Express Hotel and Suites Va Beach Oceanfront","VA","2/5/2016","Me and NY best friend were there for a special event and had the best time .... Look forward to going again","Excellent","A Traveler","en","Me and NY best friend were there for a special event and had the best time .... Look forward to going again"," ny good friend special event good time look forward go ",3,4
"1097",28783,"2607 Atlantic Ave","Virginia Beach","US","Holiday Inn Express Hotel and Suites Va Beach Oceanfront","VA","10/21/2014","Didn't really like how the room was set up. They should have flip flopped the room and had you enter into the living room/dinning room area instead of entering into the bedroom. Loved that we had an ocean front view. The staff was very friendly, our room was clean and bed was comfortable. The breakfast the next morning was good. Would definitely stay there again.","30th anniversary","Anonymous","en","Didn't really like how the room was set up. They should have flip flopped the room and had you enter into the living room/dinning room area instead of entering into the bedroom. Loved that we had an ocean front view. The staff was very friendly, our room was clean and bed was comfortable. The breakfast the next morning was good. Would definitely stay there again.","didnt really like room set flip flop room enter live room din room area instead enter bedroom love ocean front view staff friendly room clean bed comfortable breakfast next morning good definitely stay ",3,5
"1098",28789,"2607 Atlantic Ave","Virginia Beach","US","Holiday Inn Express Hotel and Suites Va Beach Oceanfront","VA","6/26/2016","The hotel is right on the beach with good ocean view. The combined parking facilities (total 3) were good enough and never had problem finding one spot for my car. The free breakfast was good with decent choice of food. When we entered we were happy with the room cleanliness. Entered the toilet and we were greeted with the stink emanating from somewhere. Had to keep running the exhaust fan 24hrs to get rid of smell, good thing was, atleast it worked. For the mattresses, one queen mattress was good enough to hold 2 adults without sagging. Other mattress was terrible seems like the coil was damaged. As soon as I sat on the mattress it depressed 3-4 inches. We avoided to use that mattress to avert back pain. We let our 8 yr old sleep in the middle of the mattress to avoid any discomfort. Overall for the price of the room I was expecting atleast basic amenities to be in good condition.","Friendly,helping hotel staff, that's all about it","Thomas","en","The hotel is right on the beach with good ocean view. The combined parking facilities (total 3) were good enough and never had problem finding one spot for my car. The free breakfast was good with decent choice of food. When we entered we were happy with the room cleanliness. Entered the toilet and we were greeted with the stink emanating from somewhere. Had to keep running the exhaust fan 24hrs to get rid of smell, good thing was, atleast it worked. For the mattresses, one queen mattress was good enough to hold 2 adults without sagging. Other mattress was terrible seems like the coil was damaged. As soon as I sat on the mattress it depressed 3-4 inches. We avoided to use that mattress to avert back pain. We let our 8 yr old sleep in the middle of the mattress to avoid any discomfort. Overall for the price of the room I was expecting atleast basic amenities to be in good condition."," hotel right beach good ocean view combine park facility total good enough never problem find one spot car free breakfast good decent choice food enter happy room cleanliness enter toilet greet stink emanate somewhere keep run exhaust fan hrs get rid smell good thing atleast work mattress one queen mattress good enough hold adult without sag mattress terrible seem like coil damage soon sit mattress depress inch avoid use mattress avert back pain let yr old sleep middle mattress avoid discomfort overall price room expect atleast basic amenity good condition",1,1
"1099",28806,"2607 Atlantic Ave","Virginia Beach","US","Holiday Inn Express Hotel and Suites Va Beach Oceanfront","VA","7/12/2016","check in a disaster. I requested a early check in and I go there at 11AM. The lady I talked with at the front desk had no personality at all. I told her I had reservations with a early check in time and when she first open her mouth I knew this was not going to go well. She told me it would be around 2PM before I could get a room so I ask her would she put me on the top of the list for the first room because i had been traveling all day. the no personality come out again in her and I know we would not get a room early. when I stepped out to the car I told my wife we could forget a early check in and I was right. We set in the lobby in plain view of the front desk watching guest being checked in. Finally after sitting there from 11AM to 1:45PM I stepped back up to the desk and ask why I'm sitting here for about three hours watching people being checked in. she told me it was the type room i was getting. There was another lady there this time listening to what i was saying that i had been sitting here for about three hours. I left and went set back down at 1:55PM. 1:58PM they called me back up there and gave me the keys. She was making me wait to show me she was in control and she cared less about the guest. I have stayed at about 95 of the motels up and down Virginia Beach through out the last ten years this includes the other Holiday Inn with no problems but the check in at the Holiday Inn Express ruin my whole trip. This was my first stay and the last...... So with that being said I give them a zero!!! the room was clean and house keeping was great to work with.","the room was clean and house keeping was great to work with.","Louis","en","check in a disaster. I requested a early check in and I go there at 11AM. The lady I talked with at the front desk had no personality at all. I told her I had reservations with a early check in time and when she first open her mouth I knew this was not going to go well. She told me it would be around 2PM before I could get a room so I ask her would she put me on the top of the list for the first room because i had been traveling all day. the no personality come out again in her and I know we would not get a room early. when I stepped out to the car I told my wife we could forget a early check in and I was right. We set in the lobby in plain view of the front desk watching guest being checked in. Finally after sitting there from 11AM to 1:45PM I stepped back up to the desk and ask why I'm sitting here for about three hours watching people being checked in. she told me it was the type room i was getting. There was another lady there this time listening to what i was saying that i had been sitting here for about three hours. I left and went set back down at 1:55PM. 1:58PM they called me back up there and gave me the keys. She was making me wait to show me she was in control and she cared less about the guest. I have stayed at about 95 of the motels up and down Virginia Beach through out the last ten years this includes the other Holiday Inn with no problems but the check in at the Holiday Inn Express ruin my whole trip. This was my first stay and the last...... So with that being said I give them a zero!!! the room was clean and house keeping was great to work with.","check disaster request early check go lady talk front desk personality tell reservation early check time first open mouth know go go good tell around pm can get room ask put top list first room travel day personality come know get room early step car tell wife can forget early check right set lobby plain view front desk watch guest check finally sit pm step back desk ask im sit three hour watch people check tell type room get another lady time listen say sit three hour leave go set back pm pm call back give key make wait show control care little guest stay motel virginia beach last ten year include holiday inn problem check holiday inn express ruin whole trip first stay last say give zero room clean house keep great work ",1,3
"1100",28825,"2607 Atlantic Ave","Virginia Beach","US","Holiday Inn Express Hotel and Suites Va Beach Oceanfront","VA","8/29/2015","Great quick getaway with our young children. Family friendly, clean, great food and pool. Just a few blocks from Neptune and the playground...which is a perk! Parking was not a problem for us but it could easily get crowded and you would have to walk a couple of blocks to the overflow lots.","Great hotel","Kristen","en","Great quick getaway with our young children. Family friendly, clean, great food and pool. Just a few blocks from Neptune and the playground...which is a perk! Parking was not a problem for us but it could easily get crowded and you would have to walk a couple of blocks to the overflow lots.","great quick getaway young child family friendly clean great food pool just block neptune playground perk park problem us can easily get crowd walk couple block overflow lot",1,5
"1101",28833,"2607 Atlantic Ave","Virginia Beach","US","Holiday Inn Express Hotel and Suites Va Beach Oceanfront","VA","9/18/2016","The staff were all very pleasant and helpful, but the poor mattress really messed my sleep. The housekeeping accidentally put my beach towel in their laundry and it didn't come back, neither did the front desk offer to reimburse me or get me another towel. The shower never got any hotter than tepid.","It could have been better.","A Traveler","en","The staff were all very pleasant and helpful, but the poor mattress really messed my sleep. The housekeeping accidentally put my beach towel in their laundry and it didn't come back, neither did the front desk offer to reimburse me or get me another towel. The shower never got any hotter than tepid."," staff pleasant helpful poor mattress really mess sleep housekeeping accidentally put beach towel laundry didnt come back neither front desk offer reimburse get another towel shower never get hot tepid",1,5
"1102",28860,"2607 Atlantic Ave","Virginia Beach","US","Holiday Inn Express Hotel and Suites Va Beach Oceanfront","VA","8/5/2013","check in isn't guaranteed until 4:00.  so drinking until then. lol","NIce trip","Colleen Streetman","en","check in isn't guaranteed until 4:00.  so drinking until then. lol","check isnt guarantee drink lol",3,1
"1103",28874,"2607 Atlantic Ave","Virginia Beach","US","Holiday Inn Express Hotel and Suites Va Beach Oceanfront","VA","3/13/2016","We picked up two ocean view rooms during their hotel week and this allowed parents to have one room and children to have their own room. I called early the morning of check in and spoke with Elizabeth (I think that was her name). This person was beyond awesome to work with. She went out of her way to set... More","hotel week awesome stay","travellinfamof6","en","We picked up two ocean view rooms during their hotel week and this allowed parents to have one room and children to have their own room. I called early the morning of check in and spoke with Elizabeth (I think that was her name). This person was beyond awesome to work with. She went out of her way to set... More"," pick two ocean view room hotel week allow parent one room child room call early morning check speak elizabeth think name person beyond awesome work go way set much",3,1
"1104",28908,"2607 Atlantic Ave","Virginia Beach","US","Holiday Inn Express Hotel and Suites Va Beach Oceanfront","VA","7/17/2016","Hotel seemed understaffed Great location Spectacular views of Oceanfront Loved one bedroom suite 2nd flr Loved early morning sunrise walks Balcony beautiful sites/sounds Lots of activities on boardwalk Beachfront areas very clean","Beautiful location I wanted to stay longer","Reddgirl","en","Hotel seemed understaffed Great location Spectacular views of Oceanfront Loved one bedroom suite 2nd flr Loved early morning sunrise walks Balcony beautiful sites/sounds Lots of activities on boardwalk Beachfront areas very clean","hotel seem understaffed great location spectacular view oceanfront love one bedroom suite nd flr love early morning sunrise walk balcony beautiful site sound lot activity boardwalk beachfront area clean",3,4
"1105",29428,"205 Main St","Grand Junction","US","Hampton Inn Grand Junction Downtown/historic Main Street","CO","7/31/2015","Overall, we were very disappointed with our stay at the g. Junction Hampton inn. Our room smelled horrible from a previous smoker. We informed staff but there were no other rooms available to change. My husbands allergies were elevated due to the smokey smell. We asked the front desk the following morning if we would be eligible for a credit based on the company policy that customer satisfaction is 1 priority, but she couldn't help us since we booked with hotels.com. We're usually loyal Hampton inn customers, but not anymore. We will not book a reservation with Hampton Inn again!","We slept in an ash tray","Kristie","en","Overall, we were very disappointed with our stay at the g. Junction Hampton inn. Our room smelled horrible from a previous smoker. We informed staff but there were no other rooms available to change. My husbands allergies were elevated due to the smokey smell. We asked the front desk the following morning if we would be eligible for a credit based on the company policy that customer satisfaction is 1 priority, but she couldn't help us since we booked with hotels.com. We're usually loyal Hampton inn customers, but not anymore. We will not book a reservation with Hampton Inn again!","overall disappoint stay g junction hampton inn room smell horrible previous smoker inform staff room available change husband allergy elevate due smokey smell ask front desk follow morning eligible credit base company policy customer satisfaction priority couldnt help us since book hotel com usually loyal hampton inn customer anymore will book reservation hampton inn ",1,2
"1106",29436,"205 Main St","Grand Junction","US","Hampton Inn Grand Junction Downtown/historic Main Street","CO","8/13/2016","neighborhood was right down town with nice shops but on the other side of the street, it was a bit iffy. Lot's of folks that didn't look very trustworthy. 6 parking was ok but one night, there were no parking spots and had to park out on the sketchy street. Was not happy paying for parking and not having a spot.","ok","A Traveler","en","neighborhood was right down town with nice shops but on the other side of the street, it was a bit iffy. Lot's of folks that didn't look very trustworthy. 6 parking was ok but one night, there were no parking spots and had to park out on the sketchy street. Was not happy paying for parking and not having a spot.","neighborhood right town nice shop side street bite iffy lots folk didnt look trustworthy park okay one night park spot park sketchy street happy pay park spot",3,2
"1107",29442,"205 Main St","Grand Junction","US","Hampton Inn Grand Junction Downtown/historic Main Street","CO","11/7/2015","Good location for the purpose of the trip","It's ok","Mark","en","Good location for the purpose of the trip","good location purpose trip",3,3
"1108",29478,"205 Main St","Grand Junction","US","Hampton Inn Grand Junction Downtown/historic Main Street","CO","3/20/2015","This was for a one night stop while traveling. The area is great. Lots of restaurant choices in walking distance and the breakfast at the hotel was fantastic with a lot of choices. The hotel and room were clean, beds comfortable and staff was nice. Not to mention the fresh baked cookies in the lobby.","Great hotel!","A Traveler","en","This was for a one night stop while traveling. The area is great. Lots of restaurant choices in walking distance and the breakfast at the hotel was fantastic with a lot of choices. The hotel and room were clean, beds comfortable and staff was nice. Not to mention the fresh baked cookies in the lobby."," one night stop travel area great lot restaurant choice walk distance breakfast hotel fantastic lot choice hotel room clean bed comfortable staff nice mention fresh bake cookie lobby",3,4
"1109",29517,"621 Esplanade Ave","New Orleans","US","Lamothe House","LA","6/20/2016","Delightful! Charming large suite...excellent value. Highly recommend. Only drawback is carrying luggage up 2 long flights of stairs","New","Stephanie","en","Delightful! Charming large suite...excellent value. Highly recommend. Only drawback is carrying luggage up 2 long flights of stairs","delightful charm large suite excellent value highly recommend drawback carry luggage long flight stair",3,4
"1110",29535,"621 Esplanade Ave","New Orleans","US","Lamothe House","LA","3/12/2016","7 other girls and I stayed there for a bachelorette party over spring break. We chose it based on its proximity to Bourbon, Frenchmen and Jackson Square. The price seemed great for such spacious rooms so I was a little worried it was too good to be true. It wasn't!!! We loved it as soon as we got there! We were greeted warmly even though we are a pretty loud bunch, and they let us into rooms crazy early! Throughout our stay they checked on us repeatedly and helped us anyway they could, from letting deliveries in and out, constantly loaning supplies, and even showing us how to use our tv after a long day of drinking. The pool was perfect to lay out at and have drinks at for the days we didn't want to be out. All of the help and attention given to us by Miciah (who seemed to be working during all of our most needy moments) was so great! It meant a lot to all of us and it really helped make our stay perfect! Alex was also so friendly and happy to help with any ridiculous question or request we had! And John managed to fix everything we couldn't work without making us feel stupid for it! And he made the hot tub hot when no one could... Definitely a hero! We just had the greatest time ever and will definitely be back!!! Hopefully we see the Lady in Red next time!!!","Best staff ever!","Hillary","en","7 other girls and I stayed there for a bachelorette party over spring break. We chose it based on its proximity to Bourbon, Frenchmen and Jackson Square. The price seemed great for such spacious rooms so I was a little worried it was too good to be true. It wasn't!!! We loved it as soon as we got there! We were greeted warmly even though we are a pretty loud bunch, and they let us into rooms crazy early! Throughout our stay they checked on us repeatedly and helped us anyway they could, from letting deliveries in and out, constantly loaning supplies, and even showing us how to use our tv after a long day of drinking. The pool was perfect to lay out at and have drinks at for the days we didn't want to be out. All of the help and attention given to us by Miciah (who seemed to be working during all of our most needy moments) was so great! It meant a lot to all of us and it really helped make our stay perfect! Alex was also so friendly and happy to help with any ridiculous question or request we had! And John managed to fix everything we couldn't work without making us feel stupid for it! And he made the hot tub hot when no one could... Definitely a hero! We just had the greatest time ever and will definitely be back!!! Hopefully we see the Lady in Red next time!!!"," girl stay bachelorette party spring break choose base proximity bourbon frenchman jackson square price seem great spacious room little worry good true wasnt love soon get greet warmly even though pretty loud bunch let us room crazy early throughout stay check us repeatedly help us anyway can let delivery constantly loan supply even show us use tv long day drink pool perfect lie drink day didnt want help attention give us miciah seem work much needy moment great mean lot us really help make stay perfect alex also friendly happy help ridiculous question request john manage fix everything couldnt work without make us feel stupid make hot tub hot one can definitely hero just great time ever will definitely back hopefully see lady red next time",1,5
"1111",29537,"621 Esplanade Ave","New Orleans","US","Lamothe House","LA","5/30/2016","everything was wonderful. the only feedback on correction would be to clean the a/c filters, but overall we had a wonderful time. the staff is always super friendly.","one night stop for good drinks and eats","A Traveler","en","everything was wonderful. the only feedback on correction would be to clean the a/c filters, but overall we had a wonderful time. the staff is always super friendly.","everything wonderful feedback correction clean c filter overall wonderful time staff always super friendly",3,4
"1112",29541,"621 Esplanade Ave","New Orleans","US","Lamothe House","LA","5/5/2016","We were there for Jazzfest, we stayed 4 nights in a ground floor room, the room itself was small but considering everything to do in New Orleans we really just wanted a place to sleep. The hotel itself is old yet boasted newly renovated, which was far from anything we saw there but on another note, the hotel itself is in a perfect area to be in it all yet away from it all at the same time! We loved the location! It was a short walk to Bourbon Street and Frenchman's was literally right out the back entrance. The courtyard was nice and lush and the pool and jacuzzi were also an added bonus. Nights were quiet yet close enoughbto find all the action. We enjoyed our stay and will be back.","Close to it all yet quiet.","A Traveler","en","We were there for Jazzfest, we stayed 4 nights in a ground floor room, the room itself was small but considering everything to do in New Orleans we really just wanted a place to sleep. The hotel itself is old yet boasted newly renovated, which was far from anything we saw there but on another note, the hotel itself is in a perfect area to be in it all yet away from it all at the same time! We loved the location! It was a short walk to Bourbon Street and Frenchman's was literally right out the back entrance. The courtyard was nice and lush and the pool and jacuzzi were also an added bonus. Nights were quiet yet close enoughbto find all the action. We enjoyed our stay and will be back."," jazzfest stay night grind floor room room small consider everything new orleans really just want place sleep hotel old yet boast newly renovate far anything see another note hotel perfect area yet away time love location short walk bourbon street frenchmans literally right back entrance courtyard nice lush pool jacuzzi also add bonus night quiet yet close enoughbto find action enjoy stay will back",3,4
"1113",29560,"621 Esplanade Ave","New Orleans","US","Lamothe House","LA","9/27/2016","When traveling to a place with so much fantastic history, we intentionally avoided hotel chains and we are so glad we did! Lamothe House is a short walk from everything yet out of spotlight areas (Bourbon Street or Jackson Square). The pool was warm and clean. The hot tub was warmer (not hot). The courtyard was beautiful. The staff was friendly. And the room was more than large enough for our family of 4 traveling. And even though the floors creak (it's all original wood) and the bathroom is small, we still love the character of the building and the room. They do not serve breakfast, but with so many great spots to eat around here, that's not really a bad thing.","Close to everything, yet out of the craziness","A Traveler","en","When traveling to a place with so much fantastic history, we intentionally avoided hotel chains and we are so glad we did! Lamothe House is a short walk from everything yet out of spotlight areas (Bourbon Street or Jackson Square). The pool was warm and clean. The hot tub was warmer (not hot). The courtyard was beautiful. The staff was friendly. And the room was more than large enough for our family of 4 traveling. And even though the floors creak (it's all original wood) and the bathroom is small, we still love the character of the building and the room. They do not serve breakfast, but with so many great spots to eat around here, that's not really a bad thing."," travel place much fantastic history intentionally avoid hotel chain glad lamothe house short walk everything yet spotlight area bourbon street jackson square pool warm clean hot tub warm hot courtyard beautiful staff friendly room much large enough family travel even though floor creak original wood bathroom small still love character build room serve breakfast many great spot eat around thats really bad thing",1,5
"1114",29562,"621 Esplanade Ave","New Orleans","US","Lamothe House","LA","9/30/2016","Staff were great, excellent location with easy accessibility to moving round french quarter..","Close to everything, yet out of the craziness","A Traveler","en","Staff were great, excellent location with easy accessibility to moving round french quarter..","staff great excellent location easy accessibility move round french quarter",3,3
"1115",29580,"621 Esplanade Ave","New Orleans","US","Lamothe House","LA","10/13/2013","great place to stay, employees all very friendly and room was clean.","Good Location","Ty Reynolds","en","great place to stay, employees all very friendly and room was clean.","great place stay employee friendly room clean",3,4
"1116",29584,"621 Esplanade Ave","New Orleans","US","Lamothe House","LA","10/18/2016","The room was very small, the room was a little bigger than the king size bed that was there.","Surrounded by New Orleans  culture","A Traveler","en","The room was very small, the room was a little bigger than the king size bed that was there."," room small room little big king size bed ",3,2
